Comunidades autónomas;Tipo de dato;Periodo;Total
10 Comunitat Valenciana;Tasa de variación anual;2018M08;1,44
10 Comunitat Valenciana;Tasa de variación anual;2018M07;-7
10 Comunitat Valenciana;Tasa de variación anual;2018M06;3,12
10 Comunitat Valenciana;Tasa de variación anual;2018M05;-0,89
10 Comunitat Valenciana;Tasa de variación anual;2018M04;2,63
10 Comunitat Valenciana;Tasa de variación anual;2018M03;18,75
10 Comunitat Valenciana;Tasa de variación anual;2018M02;4,69
10 Comunitat Valenciana;Tasa de variación anual;2018M01;11,9
10 Comunitat Valenciana;Tasa de variación anual;2017M12;9,26
10 Comunitat Valenciana;Tasa de variación anual;2017M11;19,61
10 Comunitat Valenciana;Tasa de variación anual;2017M10;6,73
10 Comunitat Valenciana;Tasa de variación anual;2017M09;26,13
10 Comunitat Valenciana;Tasa de variación anual;2017M08;3,73
10 Comunitat Valenciana;Tasa de variación anual;2017M07;16,96
10 Comunitat Valenciana;Tasa de variación anual;2017M06;19,74
10 Comunitat Valenciana;Tasa de variación anual;2017M05;19,75
10 Comunitat Valenciana;Tasa de variación anual;2017M04;16,58
10 Comunitat Valenciana;Tasa de variación anual;2017M03;9,62
10 Comunitat Valenciana;Tasa de variación anual;2017M02;22,83
10 Comunitat Valenciana;Tasa de variación anual;2017M01;26,65
10 Comunitat Valenciana;Tasa de variación anual;2016M12;14,49
10 Comunitat Valenciana;Tasa de variación anual;2016M11;18,36
10 Comunitat Valenciana;Tasa de variación anual;2016M10;21,99
10 Comunitat Valenciana;Tasa de variación anual;2016M09;15,64
10 Comunitat Valenciana;Tasa de variación anual;2016M08;11,52
10 Comunitat Valenciana;Tasa de variación anual;2016M07;15,37
10 Comunitat Valenciana;Tasa de variación anual;2016M06;15,33
10 Comunitat Valenciana;Tasa de variación anual;2016M05;21,24
10 Comunitat Valenciana;Tasa de variación anual;2016M04;16,42
10 Comunitat Valenciana;Tasa de variación anual;2016M03;25,33
10 Comunitat Valenciana;Tasa de variación anual;2016M02;27,48
10 Comunitat Valenciana;Tasa de variación anual;2016M01;24,32
10 Comunitat Valenciana;Tasa de variación anual;2015M12;16,82
10 Comunitat Valenciana;Tasa de variación anual;2015M11;9,52
10 Comunitat Valenciana;Tasa de variación anual;2015M10;4,32
10 Comunitat Valenciana;Acumulado en lo que va de año;2023M08;7.037.124
10 Comunitat Valenciana;Acumulado en lo que va de año;2023M07;5.770.982
10 Comunitat Valenciana;Acumulado en lo que va de año;2023M06;4.436.255
10 Comunitat Valenciana;Acumulado en lo que va de año;2023M05;3.496.522
10 Comunitat Valenciana;Acumulado en lo que va de año;2023M04;2.494.662
10 Comunitat Valenciana;Acumulado en lo que va de año;2023M03;1.625.685
10 Comunitat Valenciana;Acumulado en lo que va de año;2023M02;963.307
10 Comunitat Valenciana;Acumulado en lo que va de año;2023M01;480.302
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M12;8.616.445
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M11;8.102.582
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M10;7.583.524
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M09;6.717.882
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M08;5.780.137
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M07;4.722.161
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M06;3.595.230
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M05;2.744.239
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M04;1.950.835
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M03;1.165.659
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M02;674.261
10 Comunitat Valenciana;Acumulado en lo que va de año;2022M01;280.868
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M12;4.019.766
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M11;3.638.345
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M10;3.254.092
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M09;2.612.511
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M08;1.970.592
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M07;1.216.541
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M06;609.377
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M05;338.145
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M04;196.559
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M03;125.066
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M02;78.121
10 Comunitat Valenciana;Acumulado en lo que va de año;2021M01;49.970
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M12;2.542.758
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M11;2.470.885
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M10;2.417.016
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M09;2.239.684
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M08;2.054.530
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M07;1.624.680
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M06;1.241.629
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M05;1.210.244
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M04;1.210.244
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M03;1.210.244
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M02;961.735
10 Comunitat Valenciana;Acumulado en lo que va de año;2020M01;433.023
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M12;9.535.496
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M11;9.080.976
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M10;8.539.855
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M09;7.669.767
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M08;6.657.866
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M07;5.387.160
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M06;4.143.785
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M05;3.205.194
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M04;2.347.483
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M03;1.521.324
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M02;872.862
10 Comunitat Valenciana;Acumulado en lo que va de año;2019M01;413.553
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M12;9.206.908
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M11;8.779.077
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M10;8.282.037
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M09;7.421.024
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M08;6.415.183
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M07;5.239.628
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M06;4.107.348
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M05;3.206.116
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M04;2.295.465
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M03;1.525.853
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M02;900.393
10 Comunitat Valenciana;Acumulado en lo que va de año;2018M01;450.874
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M12;8.925.959
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M11;8.525.368
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M10;8.073.345
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M09;7.260.690
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M08;6.278.052
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M07;5.119.150
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M06;3.901.649
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M05;3.027.726
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M04;2.108.883
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M03;1.358.998
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M02;832.297
10 Comunitat Valenciana;Acumulado en lo que va de año;2017M01;402.914
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M12;7.731.770
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M11;7.365.121
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M10;6.987.209
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M09;6.225.828
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M08;5.446.770
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M07;4.329.529
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M06;3.288.580
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M05;2.558.725
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M04;1.791.436
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M03;1.148.197
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M02;667.722
10 Comunitat Valenciana;Acumulado en lo que va de año;2016M01;318.136
10 Comunitat Valenciana;Acumulado en lo que va de año;2015M12;""
10 Comunitat Valenciana;Acumulado en lo que va de año;2015M11;""
10 Comunitat Valenciana;Acumulado en lo que va de año;2015M10;""
10 Comunitat Valenciana;Tasa de variación acumulada;2023M08;21,75
10 Comunitat Valenciana;Tasa de variación acumulada;2023M07;22,21
10 Comunitat Valenciana;Tasa de variación acumulada;2023M06;23,39
10 Comunitat Valenciana;Tasa de variación acumulada;2023M05;27,41
10 Comunitat Valenciana;Tasa de variación acumulada;2023M04;27,88
10 Comunitat Valenciana;Tasa de variación acumulada;2023M03;39,46
10 Comunitat Valenciana;Tasa de variación acumulada;2023M02;42,87
10 Comunitat Valenciana;Tasa de variación acumulada;2023M01;71,01
10 Comunitat Valenciana;Tasa de variación acumulada;2022M12;114,35
10 Comunitat Valenciana;Tasa de variación acumulada;2022M11;122,7
10 Comunitat Valenciana;Tasa de variación acumulada;2022M10;133,05
10 Comunitat Valenciana;Tasa de variación acumulada;2022M09;157,14
10 Comunitat Valenciana;Tasa de variación acumulada;2022M08;193,32
10 Comunitat Valenciana;Tasa de variación acumulada;2022M07;288,16
10 Comunitat Valenciana;Tasa de variación acumulada;2022M06;489,98
10 Comunitat Valenciana;Tasa de variación acumulada;2022M05;711,56
10 Comunitat Valenciana;Tasa de variación acumulada;2022M04;892,49
10 Comunitat Valenciana;Tasa de variación acumulada;2022M03;832,03
10 Comunitat Valenciana;Tasa de variación acumulada;2022M02;763,1
10 Comunitat Valenciana;Tasa de variación acumulada;2022M01;462,08
10 Comunitat Valenciana;Tasa de variación acumulada;2021M12;58,09
10 Comunitat Valenciana;Tasa de variación acumulada;2021M11;47,25
10 Comunitat Valenciana;Tasa de variación acumulada;2021M10;34,63
10 Comunitat Valenciana;Tasa de variación acumulada;2021M09;16,65
10 Comunitat Valenciana;Tasa de variación acumulada;2021M08;-4,09
10 Comunitat Valenciana;Tasa de variación acumulada;2021M07;-25,12
10 Comunitat Valenciana;Tasa de variación acumulada;2021M06;-50,92
10 Comunitat Valenciana;Tasa de variación acumulada;2021M05;-72,06
10 Comunitat Valenciana;Tasa de variación acumulada;2021M04;-83,76
10 Comunitat Valenciana;Tasa de variación acumulada;2021M03;-89,67
10 Comunitat Valenciana;Tasa de variación acumulada;2021M02;-91,88
10 Comunitat Valenciana;Tasa de variación acumulada;2021M01;-88,46
10 Comunitat Valenciana;Tasa de variación acumulada;2020M12;-73,33
10 Comunitat Valenciana;Tasa de variación acumulada;2020M11;-72,79
10 Comunitat Valenciana;Tasa de variación acumulada;2020M10;-71,7
10 Comunitat Valenciana;Tasa de variación acumulada;2020M09;-70,8
10 Comunitat Valenciana;Tasa de variación acumulada;2020M08;-69,14
10 Comunitat Valenciana;Tasa de variación acumulada;2020M07;-69,84
10 Comunitat Valenciana;Tasa de variación acumulada;2020M06;-70,04
10 Comunitat Valenciana;Tasa de variación acumulada;2020M05;-62,24
10 Comunitat Valenciana;Tasa de variación acumulada;2020M04;-48,45
10 Comunitat Valenciana;Tasa de variación acumulada;2020M03;-20,45
10 Comunitat Valenciana;Tasa de variación acumulada;2020M02;10,18
10 Comunitat Valenciana;Tasa de variación acumulada;2020M01;4,71
10 Comunitat Valenciana;Tasa de variación acumulada;2019M12;3,57
10 Comunitat Valenciana;Tasa de variación acumulada;2019M11;3,44
10 Comunitat Valenciana;Tasa de variación acumulada;2019M10;3,11
10 Comunitat Valenciana;Tasa de variación acumulada;2019M09;3,35
10 Comunitat Valenciana;Tasa de variación acumulada;2019M08;3,78
10 Comunitat Valenciana;Tasa de variación acumulada;2019M07;2,82
10 Comunitat Valenciana;Tasa de variación acumulada;2019M06;0,89
10 Comunitat Valenciana;Tasa de variación acumulada;2019M05;-0,03
10 Comunitat Valenciana;Tasa de variación acumulada;2019M04;2,27
10 Comunitat Valenciana;Tasa de variación acumulada;2019M03;-0,3
10 Comunitat Valenciana;Tasa de variación acumulada;2019M02;-3,06
10 Comunitat Valenciana;Tasa de variación acumulada;2019M01;-8,28
10 Comunitat Valenciana;Tasa de variación acumulada;2018M12;3,15
10 Comunitat Valenciana;Tasa de variación acumulada;2018M11;2,98
10 Comunitat Valenciana;Tasa de variación acumulada;2018M10;2,58
10 Comunitat Valenciana;Tasa de variación acumulada;2018M09;2,21
10 Comunitat Valenciana;Tasa de variación acumulada;2018M08;2,18
10 Comunitat Valenciana;Tasa de variación acumulada;2018M07;2,35
10 Comunitat Valenciana;Tasa de variación acumulada;2018M06;5,27
10 Comunitat Valenciana;Tasa de variación acumulada;2018M05;5,89
10 Comunitat Valenciana;Tasa de variación acumulada;2018M04;8,85
10 Comunitat Valenciana;Tasa de variación acumulada;2018M03;12,28
10 Comunitat Valenciana;Tasa de variación acumulada;2018M02;8,18
10 Comunitat Valenciana;Tasa de variación acumulada;2018M01;11,9
10 Comunitat Valenciana;Tasa de variación acumulada;2017M12;15,45
10 Comunitat Valenciana;Tasa de variación acumulada;2017M11;15,75
10 Comunitat Valenciana;Tasa de variación acumulada;2017M10;15,54
10 Comunitat Valenciana;Tasa de variación acumulada;2017M09;16,62
10 Comunitat Valenciana;Tasa de variación acumulada;2017M08;15,26
10 Comunitat Valenciana;Tasa de variación acumulada;2017M07;18,24
10 Comunitat Valenciana;Tasa de variación acumulada;2017M06;18,64
10 Comunitat Valenciana;Tasa de variación acumulada;2017M05;18,33
10 Comunitat Valenciana;Tasa de variación acumulada;2017M04;17,72
10 Comunitat Valenciana;Tasa de variación acumulada;2017M03;18,36
10 Comunitat Valenciana;Tasa de variación acumulada;2017M02;24,65
10 Comunitat Valenciana;Tasa de variación acumulada;2017M01;26,65
10 Comunitat Valenciana;Tasa de variación acumulada;2016M12;17,63
10 Comunitat Valenciana;Tasa de variación acumulada;2016M11;17,79
10 Comunitat Valenciana;Tasa de variación acumulada;2016M10;17,76
10 Comunitat Valenciana;Tasa de variación acumulada;2016M09;17,26
10 Comunitat Valenciana;Tasa de variación acumulada;2016M08;17,49
10 Comunitat Valenciana;Tasa de variación acumulada;2016M07;19,14
10 Comunitat Valenciana;Tasa de variación acumulada;2016M06;20,38
10 Comunitat Valenciana;Tasa de variación acumulada;2016M05;21,91
10 Comunitat Valenciana;Tasa de variación acumulada;2016M04;22,2
10 Comunitat Valenciana;Tasa de variación acumulada;2016M03;25,69
10 Comunitat Valenciana;Tasa de variación acumulada;2016M02;25,95
10 Comunitat Valenciana;Tasa de variación acumulada;2016M01;24,32
10 Comunitat Valenciana;Tasa de variación acumulada;2015M12;""
10 Comunitat Valenciana;Tasa de variación acumulada;2015M11;""
10 Comunitat Valenciana;Tasa de variación acumulada;2015M10;""
13 Madrid, Comunidad de;Dato base;2023M08;623.702
13 Madrid, Comunidad de;Dato base;2023M07;664.961
13 Madrid, Comunidad de;Dato base;2023M06;745.625
13 Madrid, Comunidad de;Dato base;2023M05;704.007
13 Madrid, Comunidad de;Dato base;2023M04;665.430
13 Madrid, Comunidad de;Dato base;2023M03;594.387
13 Madrid, Comunidad de;Dato base;2023M02;453.469
13 Madrid, Comunidad de;Dato base;2023M01;528.543
13 Madrid, Comunidad de;Dato base;2022M12;440.604
13 Madrid, Comunidad de;Dato base;2022M11;540.723
13 Madrid, Comunidad de;Dato base;2022M10;688.660
13 Madrid, Comunidad de;Dato base;2022M09;602.463
13 Madrid, Comunidad de;Dato base;2022M08;447.380
13 Madrid, Comunidad de;Dato base;2022M07;626.638
13 Madrid, Comunidad de;Dato base;2022M06;605.892
13 Madrid, Comunidad de;Dato base;2022M05;571.014
13 Madrid, Comunidad de;Dato base;2022M04;546.380
13 Madrid, Comunidad de;Dato base;2022M03;447.532
13 Madrid, Comunidad de;Dato base;2022M02;282.914
13 Madrid, Comunidad de;Dato base;2022M01;247.982
13 Madrid, Comunidad de;Dato base;2021M12;292.788
13 Madrid, Comunidad de;Dato base;2021M11;375.608
13 Madrid, Comunidad de;Dato base;2021M10;362.704
13 Madrid, Comunidad de;Dato base;2021M09;258.228
13 Madrid, Comunidad de;Dato base;2021M08;231.016
13 Madrid, Comunidad de;Dato base;2021M07;219.112
13 Madrid, Comunidad de;Dato base;2021M06;139.091
13 Madrid, Comunidad de;Dato base;2021M05;86.696
13 Madrid, Comunidad de;Dato base;2021M04;65.324
13 Madrid, Comunidad de;Dato base;2021M03;69.319
13 Madrid, Comunidad de;Dato base;2021M02;31.596
13 Madrid, Comunidad de;Dato base;2021M01;45.585
13 Madrid, Comunidad de;Dato base;2020M12;47.914
13 Madrid, Comunidad de;Dato base;2020M11;45.352
13 Madrid, Comunidad de;Dato base;2020M10;39.638
13 Madrid, Comunidad de;Dato base;2020M09;48.085
13 Madrid, Comunidad de;Dato base;2020M08;60.772
13 Madrid, Comunidad de;Dato base;2020M07;76.258
13 Madrid, Comunidad de;Dato base;2020M06;20.221
13 Madrid, Comunidad de;Dato base;2020M05;0
13 Madrid, Comunidad de;Dato base;2020M04;0
13 Madrid, Comunidad de;Dato base;2020M03;250.316
13 Madrid, Comunidad de;Dato base;2020M02;518.594
13 Madrid, Comunidad de;Dato base;2020M01;611.184
13 Madrid, Comunidad de;Dato base;2019M12;528.787
13 Madrid, Comunidad de;Dato base;2019M11;665.927
13 Madrid, Comunidad de;Dato base;2019M10;742.086
13 Madrid, Comunidad de;Dato base;2019M09;667.799
13 Madrid, Comunidad de;Dato base;2019M08;542.359
13 Madrid, Comunidad de;Dato base;2019M07;626.031
13 Madrid, Comunidad de;Dato base;2019M06;702.026
13 Madrid, Comunidad de;Dato base;2019M05;758.323
13 Madrid, Comunidad de;Dato base;2019M04;640.694
13 Madrid, Comunidad de;Dato base;2019M03;683.364
13 Madrid, Comunidad de;Dato base;2019M02;499.245
13 Madrid, Comunidad de;Dato base;2019M01;584.339
13 Madrid, Comunidad de;Dato base;2018M12;526.753
13 Madrid, Comunidad de;Dato base;2018M11;603.691
13 Madrid, Comunidad de;Dato base;2018M10;709.987
13 Madrid, Comunidad de;Dato base;2018M09;697.128
13 Madrid, Comunidad de;Dato base;2018M08;507.079
13 Madrid, Comunidad de;Dato base;2018M07;619.516
13 Madrid, Comunidad de;Dato base;2018M06;603.147
13 Madrid, Comunidad de;Dato base;2018M05;659.045
13 Madrid, Comunidad de;Dato base;2018M04;631.303
13 Madrid, Comunidad de;Dato base;2018M03;560.178
13 Madrid, Comunidad de;Dato base;2018M02;485.810
13 Madrid, Comunidad de;Dato base;2018M01;536.137
13 Madrid, Comunidad de;Dato base;2017M12;476.155
13 Madrid, Comunidad de;Dato base;2017M11;534.430
13 Madrid, Comunidad de;Dato base;2017M10;628.904
13 Madrid, Comunidad de;Dato base;2017M09;639.120
13 Madrid, Comunidad de;Dato base;2017M08;530.335
13 Madrid, Comunidad de;Dato base;2017M07;579.523
13 Madrid, Comunidad de;Dato base;2017M06;594.801
13 Madrid, Comunidad de;Dato base;2017M05;624.915
13 Madrid, Comunidad de;Dato base;2017M04;672.738
13 Madrid, Comunidad de;Dato base;2017M03;478.054
13 Madrid, Comunidad de;Dato base;2017M02;450.927
13 Madrid, Comunidad de;Dato base;2017M01;489.884
13 Madrid, Comunidad de;Dato base;2016M12;431.820
13 Madrid, Comunidad de;Dato base;2016M11;454.904
13 Madrid, Comunidad de;Dato base;2016M10;584.304
13 Madrid, Comunidad de;Dato base;2016M09;581.127
13 Madrid, Comunidad de;Dato base;2016M08;491.071
13 Madrid, Comunidad de;Dato base;2016M07;514.073
13 Madrid, Comunidad de;Dato base;2016M06;455.275
13 Madrid, Comunidad de;Dato base;2016M05;559.893
